time,original_idx,date,sensor,state,activity_full,datetime,activity,marker,activity_list,num_activities,activity_list_str,first_activity,sensor_data_type,is_numeric,first_activity_l2,sensor_location,activity_list_R1,first_activity_R1,activity_list_R2,first_activity_R2,date_col,hour,part_of_day,dow,sensor_reading,time_delta,daily_subgroup,bucket_number,x,y,value,label_first,label_list,cluster_id,cluster_sample_id
1,18370,2009-07-25 09:03:44.006739,M017,OFF,,2009-07-25 09:03:44.006739,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[574, 1340]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M017_OFF,0 days 00:00:01.970706,3,0,574,1340,1,R2 wake,['R2 wake'],9,3
2,18371,2009-07-25 09:03:44.085358,M017,ON,,2009-07-25 09:03:44.085358,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[574, 1340]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M017_ON,0 days 00:00:00.078619,3,0,574,1340,1,R2 wake,['R2 wake'],9,3
3,18372,2009-07-25 09:03:47.000081,M017,OFF,,2009-07-25 09:03:47.000081,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[574, 1340]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M017_OFF,0 days 00:00:02.914723,3,0,574,1340,1,R2 wake,['R2 wake'],9,3
4,18373,2009-07-25 09:03:48.002074,M017,ON,,2009-07-25 09:03:48.002074,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[574, 1340]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M017_ON,0 days 00:00:01.001993,3,0,574,1340,1,R2 wake,['R2 wake'],9,3
5,18374,2009-07-25 09:03:49.082841,M017,OFF,,2009-07-25 09:03:49.082841,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[574, 1340]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M017_OFF,0 days 00:00:01.080767,3,0,574,1340,1,R2 wake,['R2 wake'],9,3
6,18375,2009-07-25 09:03:53.094133,M005,ON,,2009-07-25 09:03:53.094133,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2489, 2197]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M005_ON,0 days 00:00:04.011292,3,0,2489,2197,1,R2 wake,['R2 wake'],9,3
7,18376,2009-07-25 09:03:54.083045,M007,ON,,2009-07-25 09:03:54.083045,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[1970, 2369]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M007_ON,0 days 00:00:00.988912,3,0,1970,2369,1,R2 wake,['R2 wake'],9,3
8,18377,2009-07-25 09:04:00.083931,M005,OFF,,2009-07-25 09:04:00.083931,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[2489, 2197]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M005_OFF,0 days 00:00:06.000886,3,0,2489,2197,1,R2 wake,['R2 wake'],9,3
9,18378,2009-07-25 09:04:00.098553,M007,OFF,,2009-07-25 09:04:00.098553,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[1970, 2369]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M007_OFF,0 days 00:00:00.014622,3,0,1970,2369,1,R2 wake,['R2 wake'],9,3
10,18379,2009-07-25 09:04:01.061772,M007,ON,,2009-07-25 09:04:01.061772,,,['R2 wake'],1,R2 wake,R2 wake,str,False,Other,"[1970, 2369]",[],no_activity,['R2 wake'],R2 wake,2009-07-25,9,late_morning,sat,M007_ON,0 days 00:00:00.963219,3,0,1970,2369,1,R2 wake,['R2 wake'],9,3
